ID_Transaccion,Fecha,Producto,Categoria,Ciudad,Cantidad,Precio_Unitario,Costo_Unitario,Descuento_pct,Costo_Envio,Ingreso_Total,Costo_Total,Utilidad_Neta
1120,2023-09-19,Smartwatch Q,Wearables,Medellín,3,300,180,0.1,180,810.0,720,90.0
1360,2023-10-18,Smartphone Pro X,Smartphones,Barranquilla,4,800,550,0.0,220,3200.0,2420,780.0
1269,2023-10-03,Smartwatch Q,Wearables,Barranquilla,2,300,180,0.0,220,600.0,580,20.0
1450,2023-09-26,Smartphone Pro X,Smartphones,Barranquilla,2,800,550,0.0,220,1600.0,1320,280.0
1505,2023-11-24,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.4,180,6000.0,7380,-1380.0
1276,2023-10-16,Smartwatch Q,Wearables,Medellín,3,300,180,0.0,180,900.0,720,180.0
1259,2023-09-07,Smartphone Pro X,Smartphones,Medellín,3,800,550,0.0,180,2400.0,1830,570.0
1113,2023-09-06,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.0,150,10000.0,7350,2650.0
1561,2023-11-24,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.4,200,4500.0,5600,-1100.0
1014,2023-11-27,Laptop Gamer Z,Laptops,Leticia,1,2500,1800,0.4,1650,1500.0,3450,-1950.0
1307,2023-11-11,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1525,2023-11-24,Audifonos Bluetooth,Audio,Bogotá,2,450,250,0.4,150,540.0,650,-110.0
1208,2023-11-22,Laptop Gamer Z,Laptops,Barranquilla,1,2500,1800,0.0,220,2500.0,2020,480.0
1351,2023-11-07,Audifonos Bluetooth,Audio,Cali,4,450,250,0.05,200,1710.0,1200,510.0
1578,2023-11-24,Audifonos Bluetooth,Audio,Cali,4,450,250,0.4,200,1080.0,1200,-120.0
1500,2023-09-26,Smartwatch Q,Wearables,Cali,4,300,180,0.0,200,1200.0,920,280.0
1480,2023-09-07,Laptop Gamer Z,Laptops,Cali,1,2500,1800,0.05,200,2375.0,2000,375.0
1315,2023-11-19,Smartphone Pro X,Smartphones,Barranquilla,3,800,550,0.0,220,2400.0,1870,530.0
1465,2023-11-14,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.0,150,2400.0,1800,600.0
1077,2023-10-30,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.0,220,450.0,470,-20.0
1617,2023-11-24,Smartphone Pro X,Smartphones,Cali,2,800,550,0.5,200,800.0,1300,-500.0
1528,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,3,800,550,0.5,220,1200.0,1870,-670.0
1250,2023-11-25,Laptop Gamer Z,Laptops,Leticia,2,2500,1800,0.45,1650,2750.0,5250,-2500.0
1219,2023-10-04,Audifonos Bluetooth,Audio,Bogotá,3,450,250,0.0,150,1350.0,900,450.0
1211,2023-11-09,Smartphone Pro X,Smartphones,Cali,2,800,550,0.0,200,1600.0,1300,300.0
1640,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.5,220,675.0,970,-295.0
1600,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.4,150,3000.0,3750,-750.0
1591,2023-11-24,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.4,180,6000.0,7380,-1380.0
1461,2023-11-07,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.0,220,900.0,720,180.0
1231,2023-10-10,Audifonos Bluetooth,Audio,Leticia,1,450,250,0.0,1650,450.0,1900,-1450.0
1513,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.6,150,1280.0,2350,-1070.0
1442,2023-11-26,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.4,150,6000.0,7350,-1350.0
1490,2023-11-06,Laptop Gamer Z,Laptops,Cartagena,2,2500,1800,0.1,250,4500.0,3850,650.0
1552,2023-11-24,Smartphone Pro X,Smartphones,Bogotá,4,800,550,0.4,150,1920.0,2350,-430.0
1583,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.6,150,480.0,870,-390.0
1611,2023-11-24,Audifonos Bluetooth,Audio,Cali,2,450,250,0.6,200,360.0,700,-340.0
1232,2023-11-06,Laptop Gamer Z,Wearables,Barranquilla,3,2500,1800,0.0,220,7500.0,5620,1880.0
1470,2023-11-02,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
1179,2023-10-10,Audifonos Bluetooth,Audio,Barranquilla,2,450,250,0.0,220,900.0,720,180.0
1566,2023-11-24,Laptop Gamer Z,Laptops,Bogotá,1,2500,1800,0.5,150,1250.0,1950,-700.0
1277,2023-10-28,Audifonos Bluetooth,Laptops,Barranquilla,3,450,250,0.15,220,1147.5,970,177.5
1188,2023-09-22,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1166,2023-10-15,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.0,220,1800.0,1220,580.0
1545,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.5,220,900.0,1220,-320.0
1167,2023-10-02,Smartphone Pro X,Smartphones,Leticia,1,800,550,0.0,1650,800.0,2200,-1400.0
1031,2023-09-29,Smartwatch Q,Wearables,Leticia,3,300,180,0.0,1650,900.0,2190,-1290.0
1577,2023-11-24,Audifonos Bluetooth,Audio,Cartagena,4,450,250,0.4,250,1080.0,1250,-170.0
1535,2023-11-24,Smartwatch Q,Wearables,Cartagena,4,300,180,0.4,250,720.0,970,-250.0
1142,2023-11-26,Smartwatch Q,Wearables,Cali,3,300,180,0.45,200,495.00000000000006,740,-244.99999999999994
1042,2023-11-18,Smartwatch Q,Wearables,Leticia,2,300,180,0.0,1650,600.0,2010,-1410.0
1437,2023-10-11,Audifonos Bluetooth,Audio,Bogotá,1,450,250,0.0,150,450.0,400,50.0
1033,2023-09-10,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.0,180,1350.0,930,420.0
1072,2023-10-22,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1164,2023-10-26,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1280,2023-10-08,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.0,200,10000.0,7400,2600.0
1247,2023-09-09,Smartphone Pro X,Smartphones,Cali,2,800,550,0.0,200,1600.0,1300,300.0
1568,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.6,250,320.0,800,-480.0
1341,2023-10-01,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.0,250,800.0,800,0.0
1216,2023-10-10,Smartphone Pro X,Smartphones,Medellín,3,800,550,0.0,180,2400.0,1830,570.0
1079,2023-09-10,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.0,220,800.0,770,30.0
1017,2023-11-24,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.42,220,2900.0000000000005,3820,-919.9999999999995
1150,2023-10-11,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.2,150,4000.0,3750,250.0
1326,2023-09-22,Audifonos Bluetooth,Audio,Bogotá,3,450,250,0.0,150,1350.0,900,450.0
1292,2023-10-15,Laptop Gamer Z,Laptops,Medellín,3,2500,1800,0.0,180,7500.0,5580,1920.0
1086,2023-11-15,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.0,220,450.0,470,-20.0
1398,2023-09-03,Audifonos Bluetooth,Audio,Barranquilla,1,450,250,0.0,220,450.0,470,-20.0
1063,2023-11-28,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.42,250,1392.0000000000002,1900,-507.9999999999998
1322,2023-09-12,Audifonos Bluetooth,Audio,Medellín,4,450,250,0.0,180,1800.0,1180,620.0
1633,2023-11-24,Smartwatch Q,Wearables,Bogotá,1,300,180,0.6,150,120.0,330,-210.0
1509,2023-11-24,Smartphone Pro X,Smartphones,Medellín,1,800,550,0.4,180,480.0,730,-250.0
1472,2023-11-04,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.0,150,2400.0,1800,600.0
1153,2023-11-03,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.0,1650,3200.0,3850,-650.0
1435,2023-11-18,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.0,150,1800.0,1150,650.0
1137,2023-10-01,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.2,150,8000.0,7350,650.0
1487,2023-11-30,Smartphone Pro X,Smartphones,Bogotá,1,800,550,0.4,150,480.0,700,-220.0
1321,2023-10-25,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1498,2023-09-30,Smartphone Pro X,Smartphones,Cali,2,800,550,0.0,200,1600.0,1300,300.0
1083,2023-09-05,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.15,1650,8500.0,8850,-350.0
1155,2023-09-04,Audifonos Bluetooth,Audio,Bogotá,4,450,250,0.15,150,1530.0,1150,380.0
1328,2023-11-01,Audifonos Bluetooth,Audio,Medellín,3,450,250,0.15,180,1147.5,930,217.5
1458,2023-09-19,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1149,2023-10-22,Smartphone Pro X,Smartphones,Bogotá,2,800,550,0.0,150,1600.0,1250,350.0
1411,2023-09-26,Smartphone Pro X,Smartphones,Leticia,3,800,550,0.0,1650,2400.0,3300,-900.0
1253,2023-09-07,Smartwatch Q,Wearables,Cartagena,3,300,180,0.0,250,900.0,790,110.0
1648,2023-11-24,Smartwatch Q,Wearables,Cali,4,300,180,0.6,200,480.0,920,-440.0
1168,2023-10-18,Smartwatch Q,Wearables,Cali,4,300,180,0.0,200,1200.0,920,280.0
1544,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.6,250,960.0,1900,-940.0
1476,2023-09-27,Laptop Gamer Z,Laptops,Medellín,3,2500,1800,0.0,180,7500.0,5580,1920.0
1319,2023-10-26,Smartwatch Q,Wearables,Bogotá,3,300,180,0.15,150,765.0,690,75.0
1203,2023-11-10,Smartwatch Q,Wearables,Medellín,4,300,180,0.0,180,1200.0,900,300.0
1554,2023-11-24,Smartwatch Q,Wearables,Cartagena,3,300,180,0.6,250,360.0,790,-430.0
1041,2023-09-03,Smartwatch Q,Wearables,Cali,2,300,180,0.05,200,570.0,560,10.0
1607,2023-11-24,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.4,220,810.0,970,-160.0
1550,2023-11-24,Smartwatch Q,Wearables,Bogotá,4,300,180,0.4,150,720.0,870,-150.0
1004,2023-10-07,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1303,2023-09-12,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.0,150,7500.0,5550,1950.0
1195,2023-09-19,Smartwatch Q,Wearables,Leticia,1,300,180,0.2,1650,240.0,1830,-1590.0
1169,2023-09-06,Smartwatch Q,Wearables,Medellín,3,300,180,0.0,180,900.0,720,180.0
1147,2023-09-23,Smartphone Pro X,Smartphones,Cali,2,800,550,0.2,200,1280.0,1300,-20.0
1438,2023-11-04,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1417,2023-11-14,Smartwatch Q,Wearables,Bogotá,4,300,180,0.0,150,1200.0,870,330.0
1092,2023-10-10,Smartwatch Q,Wearables,Bogotá,2,300,180,0.0,150,600.0,510,90.0
1424,2023-11-01,Laptop Gamer Z,Laptops,Cali,4,2500,1800,0.0,200,10000.0,7400,2600.0
1553,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.4,250,1440.0,1900,-460.0
1327,2023-09-24,Laptop Gamer Z,Laptops,Leticia,4,2500,1800,0.0,1650,10000.0,8850,1150.0
1205,2023-10-23,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.0,1650,3200.0,3850,-650.0
1127,2023-11-11,Smartwatch Q,Wearables,Barranquilla,3,300,180,0.0,220,900.0,760,140.0
1002,2023-11-15,Laptop Gamer Z,Laptops,Medellín,2,2500,1800,0.0,180,5000.0,3780,1220.0
1589,2023-11-24,Smartwatch Q,Wearables,Bogotá,3,300,180,0.4,150,540.0,690,-150.0
1496,2023-10-01,Laptop Gamer Z,Laptops,Cali,3,2500,1800,0.0,200,7500.0,5600,1900.0
1374,2023-10-24,Laptop Gamer Z,Laptops,Medellín,4,2500,1800,0.0,180,10000.0,7380,2620.0
1297,2023-11-04,Audifonos Bluetooth,Smartphones,Barranquilla,4,450,250,0.05,220,1710.0,1220,490.0
1645,2023-11-24,Smartphone Pro X,Smartphones,Barranquilla,1,800,550,0.6,220,320.0,770,-450.0
1457,2023-10-23,Smartwatch Q,Wearables,Medellín,3,300,180,0.0,180,900.0,720,180.0
1635,2023-11-24,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.6,180,180.0,430,-250.0
1069,2023-11-20,Audifonos Bluetooth,Audio,Barranquilla,3,450,250,0.0,220,1350.0,970,380.0
1191,2023-11-27,Laptop Gamer Z,Laptops,Bogotá,3,2500,1800,0.45,150,4125.0,5550,-1425.0
1555,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,1,800,550,0.4,250,480.0,800,-320.0
1551,2023-11-24,Laptop Gamer Z,Laptops,Medellín,1,2500,1800,0.6,180,1000.0,1980,-980.0
1313,2023-09-19,Audifonos Bluetooth,Audio,Bogotá,2,450,250,0.0,150,900.0,650,250.0
1230,2023-11-05,Smartwatch Q,Wearables,Cartagena,2,300,180,0.0,250,600.0,610,-10.0
1036,2023-10-08,Smartphone Pro X,Smartphones,Bogotá,3,800,550,0.0,220,2400.0,1870,530.0
1399,2023-10-03,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1239,2023-10-04,Smartphone Pro X,Smartphones,Leticia,4,800,550,0.0,1650,3200.0,3850,-650.0
1549,2023-11-24,Smartphone Pro X,Smartphones,Cartagena,3,800,550,0.6,250,960.0,1900,-940.0
1242,2023-09-01,Smartwatch Q,Wearables,Cali,4,300,180,0.1,200,1080.0,920,160.0
1491,2023-10-23,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1347,2023-09-01,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
1444,2023-11-10,Audifonos Bluetooth,Audio,Leticia,1,450,250,0.0,1650,450.0,1900,-1450.0
1343,2023-11-10,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1456,2023-09-07,Audifonos Bluetooth,Audio,Medellín,2,450,250,0.0,180,900.0,680,220.0
1391,2023-11-04,Smartwatch Q,Wearables,Medellín,1,300,180,0.0,180,300.0,360,-60.0
1035,2023-09-19,Laptop Gamer Z,Laptops,Cali,2,2500,1800,0.0,200,5000.0,3800,1200.0
1350,2023-09-16,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1364,2023-10-16,Audifonos Bluetooth,Audio,Cali,4,450,250,0.0,200,1800.0,1200,600.0
1128,2023-10-09,Laptop Gamer Z,Laptops,Bogotá,4,2500,1800,0.0,150,10000.0,7350,2650.0
1271,2023-11-10,Smartwatch Q,Wearables,Cartagena,4,300,180,0.0,250,1200.0,970,230.0
1406,2023-11-17,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1252,2023-11-22,Smartwatch Q,Wearables,Bogotá,3,300,180,0.0,150,900.0,690,210.0
1241,2023-11-17,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
1262,2023-09-16,Smartwatch Q,Wearables,Leticia,4,300,180,0.0,1650,1200.0,2370,-1170.0
1194,2023-09-12,Audifonos Bluetooth,Audio,Cali,1,450,250,0.0,200,450.0,450,0.0
1272,2023-10-03,Audifonos Bluetooth,Audio,Bogotá,1,450,250,0.0,150,450.0,400,50.0
1240,2023-09-03,Audifonos Bluetooth,Audio,Medellín,1,450,250,0.0,180,450.0,430,20.0
1011,2023-09-27,Laptop Gamer Z,Laptops,Barranquilla,2,2500,1800,0.0,220,5000.0,3820,1180.0
1603,2023-11-24,Smartwatch Q,Wearables,Cartagena,3,300,180,0.4,250,540.0,790,-250.0
1390,2023-10-18,Smartwatch Q,Wearables,Cali,2,300,180,0.0,200,600.0,560,40.0
1359,2023-11-26,Smartwatch Q,Wearables,Cali,4,300,180,0.45,200,660.0,920,-260.0
1318,2023-11-10,Smartwatch Q,Wearables,Bogotá,1,300,180,0.0,150,300.0,330,-30.0
1333,2023-10-07,Audifonos Bluetooth,Audio,Barranquilla,4,450,250,0.0,220,1800.0,1220,580.0
1152,2023-09-06,Smartwatch Q,Wearables,Leticia,2,300,180,0.0,1650,600.0,2010,-1410.0
1073,2023-09-04,Laptop Gamer Z,Laptops,Bogotá,2,2500,1800,0.0,150,5000.0,3750,1250.0
